"Res. Center for Microperipherik, Technische Univ. Berlin, Germany",0,0,O. Willum,1,0.0000,new product;product group;active product;long product lifetime;old product;product generation;new technology;environmental benefit;environmental choice;environmental consequence,0.0000
,14,1,M. Dreifert,1,2.0000,complex behavior;simple network,2.1857
"AT&T Labs  Research, Shannon Laboratory, Florham Park, NJ;AT&T Labs  Research, Shannon Laboratory, NJ",6,0,Iker Arizmendi,2,1.5000,dialogue system;Incremental Speech Recognition;ISR output;semantic accuracy;ISR result;POMDP-based dialogue manager;POMDP-based dialogue systemsThe goal;incremental speech recognitionConventional speech;speech recognition result;turn-based dialogue manager,1.6250
"School of Electrical Engineering and Computer Science, Washington State University, Pullman, Washington 991642752, U.S.A.;School of EECS, Washington State University",1,1,Victor C. Valgenti,5,0.5000,application-level content;partially-matching traffic;content generative model;content type;particular content category;network application;Simulating content;application-level content generative model;content generation model;dynamic content generation,0.7500
Control Data Corporation,0,0,Gary Sprandel,1,0.0000,computer usage;psychological impact,0.0000
"Metropolitan State University, St. Paul, MN",9,1,Larry Gottschalk,2,1.8000,software development;computer forensics program;24-hour development model;GSD project development;overall product development;GSD ProjectsAs globalization;overall time;software project;time zone;preliminary studyThis paper,4.1100
,13,1,Tim Gottschalk,1,4.3333,dynamic program analyzer,3.6111
"Caltech Concurrent Computation Project, California Institute of Technology, Pasadena, California;Center for Advanced Computing Research, Caltech, Pasadena CA",17,2,T. D. Gottschalk,9,4.4857,high performance computing;tracking program;simulated entity;000-entity simulation;concurrent tracking;entity level simulation;entity-level simulation experiment;global-scale simulation;multiple target tracking;real-time simulationDistributed interactive simulation,3.7737
,0,0,Dae Sung Joe,1,0.0000,fuzzy logic;active suspension system;semi-active suspension system;suspension system;vehicle suspension systemsA suspension;fuzzy logic controller;better road handling;proposed system;road profile;ride comfort,0.0000
,4,1,J. R. Barker,3,0.8000,high doping region;body thickness;2-D band structure;transmission coefficient;average doping concentration;doping uniformity;high doping;high doping cluster;nm channel length;sub-10 nm double-gate,0.5267
"Department of Technology Management, Norwegian School of Management, Box 580, 1302 Sandvika, Norway",55,4,Petter Gottschalk,34,46.0000,information technology;key issue;information system;IT project manager;Law firm;IT executive;IT leadership role;formal IT strategy;formal information technology strategy;information systems strategy,46.3750
University of Modena and Reggio Emilia Italy,0,0,Mastroleo Giovanni,1,0.0000,fuzzy expert system;fuzzy logic map;logic map;numerical level;Middle East area;complex situation;present situation;Middle East destabilizationIn;United States influence increase;International Policy,0.0000
,2,1,S. Sak,1,0.4000,ime stress;decision procedure;decision processing strategy;normal heuristic decision processing;simple decision procedure;team decision makingThis experiment;principal hypothesis;cognitive bias;control team;person team,0.1800
"Department of Quantitative Methods, University of Brescia, Italy;Department of Economics, University of Rome III, Via Silvio D'Amico 77, 00145 Rome, Italy",1,1,Pierangelo Ciurlia,3,0.5000,pricing problem;initial premium;American continuous-installment option;closed-form solution;inhomogeneous Black;integral representation method;Monte Carlo approach;European continuous-installment option pricing;effective pricing model;free boundary problem,0.7500
"Samsung R&D Research Center, San Jose, California, USA;Samsung Electronics R&D, San Jose, CA, USA;Samsung Research America, San Jose, CA, USA",3,1,Hongxia Jin,4,1.0000,differential data analysis;location sharing privacy preference;privacy preference;location sharing;user adoption;user rating;disclosure behavior;disclosure style;online privacy behavior;privacy attitude,0.3333
,0,0,Adithya M. Rao Padala,1,0.0000,reasoning system;system overview;constraint satisfaction;constraint set;individual problem constraint;interactive constraint-based problem solvers;itinerary generation process;itinerary planning;Intelligent Flight Itinerary PlannerFlight;basic issue,0.0000
"Washington State Univ., Pullman",5,1,David J. Wollkind,11,1.8333,nonlinear stability analysis;model equation;suspended particle;nonlinear stability;stability analysis;IIA nonlinear stability analysis;Malkus-Veronis nonlinear stability technique;linear stability analysis;similar existing stability analysis;stability result,3.1944
"Faculty of Information Technology, Multimedia University, Jalan Multimedia, 63100 Cyberjaya, Selangor Darul Ehsan, Malaysia",12,1,Mohd. Hafizuddin Mohd. Yusof,1,4.0000,TS model;forgery detection;multiple rule;single rule;structural parameter;input feature;Off-line signature verification;automatic off-line signature verification;bank check verification;fuzzy modelingAutomatic signature verification,3.3333
"Institute for Cartography, Faculty of Forestry, Geo and HydroScience, Dresden University of Technology, 01062 Dresden, Germany;Institute of Advanced Technology, Spatial & Numerical Modelling Laboratory/ University Putra Malaysia, 43400 UPM, Serdang, Selangor Darul Ehsan, Malaysia",25,2,Biswajeet Pradhan,8,10.0167,landslide location;landslide susceptibility map;landslide susceptibility mapping;landslide conditioning factor;landslide inventory;landslide inventory map;landslide susceptibility;landslide area;landslide grid cell;landslide hazard,12.8297
"Dipartimento di Matematica e Informatica, Università degli Studi di Trieste, Via A. Valerio 12/1, 34127 Trieste, Italy",1,1,Fabio Rossi,2,0.3333,fingerprint image;fingerprint matching;fingerprint matchingWe show;match score;test fingerprint;3-dimensional transportation problem;computer algebra;computer algebra system;transportation problem;Commutative Algebra,0.1111
,0,0,Thi To,1,0.0000,Face Recognition;recognition application;Principal Component Analysis;Vector Quantization;image analysis;statistical analysis method;full-search vector quantization;time image compression;two-stage pipeline architecture;DSP FPGA Development Kit,0.0000
,0,0,T. Ravichandran,1,0.0000,revenue stream;successful services business;IT product company;IT system;service diversification;service offering;service revenue;information asymmetry;information technology;traditional product company,0.0000
"EADS, France;École normale supérieure, Paris cedex 05, France",104,6,Louis Granboulan,15,45.0833,differential cryptanalysis;public key;multivariate scheme;common key;key length;k-bit security;digital signature scheme;block cipher;ideal cipher model;128-bit key,46.7387
"UEI, ENSTA, Paris, France",0,0,Bilel Benhamamouch,1,0.0000,execution path;execution state;execution time;similar execution time;use symbolic execution;Computing WCET;hardware architecture;symbolic executionWe;instruction flow;novel formal method,0.0000
,5,1,Lang Weimin,1,1.6667,New Fair Micropayment System;Hash ChainMicropayment system;prepaid system andsupports divisibility;micropayment scheme;different merchant;digital coin;financial advantage;hash chain;paper proposesa;public-key operation,1.3889
,0,0,Su-Youn Kwon,1,0.0000,general space information;property information;space data structure;space information;GIS System;CADThe aim;Extracting Space Information;public building,0.0000
Yrrid Inc.,7,1,Robert Niedbalski,1,1.7500,speeds software integration,1.8958
"The George Washington University;IBM T.J. Watson Research Center, Yorktown Heights, NY, USA",0,0,Jinho Hwang,2,0.0000,free memory pool;spare memory;utilized memory;data center;recoverable data;volatile data store;memoryData center server;CPU capacity;Mortar framework;spare capacity,0.0000
,1,1,Xavier Verians,2,0.2500,complex parallelism pattern;parallelism description;classical parallelism extraction;efficient parallelism exploitation;general parallelism pattern;New Parallelism Management Scheme;Small Multiprocessor SystemsA task;data-dependent task graph;eligible task;synchronize task,0.5208
"Twitter, USA",1,1,Abdur Chowdury,1,0.1250,ACM conference;Knowledge Management;information retrieval;future knowledge;knowledge management community;knowledge managementIt;information system;future research direction;theoretical research finding;United States,0.0156
,0,0,R. Butler,1,0.0000,differential analyser treatment;solidifying steel,0.0000
,0,0,Angela Uvarov,1,0.0000,Real-Time Data Distribution;data characteristic;real-time characteristic;real-time data distribution problem;Problem SpaceThis paper;problem space;current proposed solution;system characteristic,0.0000
,0,0,Chandra Kwok,1,0.0000,mobile point;Digital Environment IdentiTY;Ku band;North America;Online AccessWe;great deal;versatile microstrip antenna,0.0000
"Ershov Institute of Information Systems, Siberian Division, Russian Academy of Sciences, pr. Akademika Lavrent'eva 6, Novosibirsk, 630090 Russia",0,0,D. L. Uvarov,2,0.0000,irredundant scheme;regular scheme;useless statement;context condition;Optimal Algorithm;branch statement;standard context condition;whole class;Regular Schemes;Regular SchemesA joint application,0.0000
,0,0,Jinguan Chen,1,0.0000,mild hybrid system;idle start-stop system control;new system;parallel mild hybrid system;mild hybrid test vehicle;automotive fuel economy;control strategy;fuel efficiency;power component;power structure scheme,0.0000
"MIC, Department of Micro and Nanotechnology, Technical University of Denmark, bldg. 345 east, DK2800 Kongens Lyngby, Denmark",2,1,Alicia Johansson,1,0.3333,bond strength;adhesion promoter;different adhesion promoter;different aspect;photo-sensitive polymer;processing condition;processing sequence;thorough investigation;UV exposure dosage;bottom layer,0.4833
"School of Information Science and Engineering, ChangZhou University, ChangZhou, China,ChangZhou Key Laboratory for Process Perception and Interconnected Technology, ChangZhou, China",0,0,Hong-yuan Wang,1,0.0000,novel generative tracking method;novel tracking algorithm;proposed tracking algorithm;improved fisher discriminant dictionary;original Fisher discriminant dictionary;object location;video object trackingVideo object;improved version;experimental result;high computational cost,0.0000
"Kansai Advanced Research Center, National Institute of Information and Communications Technology, 5882 Iwaoka, Nishiku, Kobe 6512492, Japan",0,0,Tohru Kubota,1,0.0000,Ga FIB;beam diameter;beam size;double layer film;etching step;ion beam;present techniques nanogaps;Maskless fabrication;highest gap resistivity;ion beamsMaskless fabrication technique,0.0000
,0,0,Chen Yu,1,0.0000,shadow attribute;object detection;RGB Chroma ModelShadow removal;RGB model;easy algorithm;Shadow Removal;Video System;brief introduction;detailed data analysis;different property,0.0000
